지역,기준일,전일대비 확진자수, 격리 해제수
충남,2020-03-18,3,16
충북,2020-03-18,1,5
강원,2020-03-18,1,8
경기,2020-03-18,15,59
세종,2020-03-18,1,0
울산,2020-03-18,2,9
대전,2020-03-18,0,4
광주,2020-03-18,1,6
인천,2020-03-18,1,5
대구,2020-03-18,46,1048
부산,2020-03-18,0,58
서울,2020-03-18,5,55
검역,2020-03-17,2,0
제주,2020-03-17,0,2
경남,2020-03-17,1,22
경북,2020-03-17,5,209
전남,2020-03-17,0,2
전북,2020-03-17,0,4
충남,2020-03-17,0,15
충북,2020-03-17,0,5
강원,2020-03-17,0,8
경기,2020-03-17,31,55
세종,2020-03-17,0,0
울산,2020-03-17,0,8
대전,2020-03-17,0,4
광주,2020-03-17,0,6
인천,2020-03-17,1,5
대구,2020-03-17,32,947
부산,2020-03-17,0,54
서울,2020-03-17,12,55
검역,2020-03-16,4,0
제주,2020-03-16,0,2
경남,2020-03-16,0,20
경북,2020-03-16,7,178
전남,2020-03-16,0,2
전북,2020-03-16,0,4
충남,2020-03-16,0,12
충북,2020-03-16,0,6
강원,2020-03-16,0,7
경기,2020-03-16,20,48
세종,2020-03-16,1,0
울산,2020-03-16,0,7
대전,2020-03-16,0,4
광주,2020-03-16,0,4
인천,2020-03-16,0,4
대구,2020-03-16,35,734
부산,2020-03-16,1,53
서울,2020-03-16,6,52
제주,2020-03-15,0,1
경남,2020-03-15,0,16
경북,2020-03-15,4,163
전남,2020-03-15,0,2
전북,2020-03-15,0,4
충남,2020-03-15,0,10
충북,2020-03-15,3,6
강원,2020-03-15,0,7
경기,2020-03-15,11,40
세종,2020-03-15,1,0
울산,2020-03-15,1,6
대전,2020-03-15,0,4
광주,2020-03-15,1,4
인천,2020-03-15,2,4
대구,2020-03-15,41,468
부산,2020-03-15,3,52
서울,2020-03-15,9,47
제주,2020-03-14,0,1
경남,2020-03-14,0,11
경북,2020-03-14,6,138
전남,2020-03-14,0,2
전북,2020-03-14,0,4
충남,2020-03-14,0,9
충북,2020-03-14,1,5
강원,2020-03-14,0,6
경기,2020-03-14,15,36
세종,2020-03-14,6,0
울산,2020-03-14,0,5
대전,2020-03-14,0,4
광주,2020-03-14,0,4
인천,2020-03-14,1,4
대구,2020-03-14,62,401
부산,2020-03-14,3,40
서울,2020-03-14,13,44
제주,2020-03-13,0,1
경남,2020-03-13,0,11
경북,2020-03-13,4,103
전남,2020-03-13,0,1
전북,2020-03-13,0,4
충남,2020-03-13,1,7
충북,2020-03-13,0,4
강원,2020-03-13,0,6
경기,2020-03-13,7,31
세종,2020-03-13,17,0
울산,2020-03-13,2,3
대전,2020-03-13,2,4
광주,2020-03-13,0,4
인천,2020-03-13,2,4
대구,2020-03-13,61,251
부산,2020-03-13,1,36
서울,2020-03-13,13,40
제주,2020-03-12,0,1
경남,2020-03-12,1,10
경북,2020-03-12,8,83
전남,2020-03-12,0,1
전북,2020-03-12,0,2
충남,2020-03-12,2,5
충북,2020-03-12,0,4
강원,2020-03-12,0,6
경기,2020-03-12,3,27
세종,2020-03-12,5,0
울산,2020-03-12,0,3
대전,2020-03-12,2,2
광주,2020-03-12,0,4
인천,2020-03-12,0,4
대구,2020-03-12,73,114
부산,2020-03-12,1,29
서울,2020-03-12,19,38
제주,2020-03-11,0,1
경남,2020-03-11,1,10
경북,2020-03-11,18,69
전남,2020-03-11,0,1
전북,2020-03-11,0,2
충남,2020-03-11,8,1
충북,2020-03-11,2,3
강원,2020-03-11,1,6
경기,2020-03-11,12,25
세종,2020-03-11,2,0
울산,2020-03-11,1,2
대전,2020-03-11,0,2
광주,2020-03-11,0,3
인천,2020-03-11,12,3
대구,2020-03-11,131,102
부산,2020-03-11,2,21
서울,2020-03-11,52,37
제주,2020-03-10,0,1
경남,2020-03-10,0,10
경북,2020-03-10,10,60
전남,2020-03-10,0,1
전북,2020-03-10,0,2
충남,2020-03-10,2,1
충북,2020-03-10,0,3
강원,2020-03-10,0,6
경기,2020-03-10,11,22
세종,2020-03-10,2,0
울산,2020-03-10,0,1
대전,2020-03-10,-1,1
광주,2020-03-10,0,3
인천,2020-03-10,4,3
대구,2020-03-10,92,92
부산,2020-03-10,0,10
서울,2020-03-10,11,31
제주,2020-03-09,0,1
경남,2020-03-09,0,9
경북,2020-03-09,26,57
전남,2020-03-09,0,1
전북,2020-03-09,0,2
충남,2020-03-09,4,1
충북,2020-03-09,1,3
강원,2020-03-09,1,3
경기,2020-03-09,11,22
세종,2020-03-09,3,0
울산,2020-03-09,0,1
대전,2020-03-09,1,1
광주,2020-03-09,2,3
인천,2020-03-09,0,2
대구,2020-03-09,190,21
부산,2020-03-09,-1,10
서울,2020-03-09,10,29
제주,2020-03-08,0,0
경남,2020-03-08,1,0
경북,2020-03-08,32,0
전남,2020-03-08,0,0
전북,2020-03-08,0,0
충남,2020-03-08,6,0
충북,2020-03-08,4,0
강원,2020-03-08,1,0
경기,2020-03-08,11,0
세종,2020-03-08,1,0
울산,2020-03-08,1,0
대전,2020-03-08,0,0
광주,2020-03-08,0,0
인천,2020-03-08,0,0
대구,2020-03-08,297,0
부산,2020-03-08,1,0
서울,2020-03-08,12,0
제주,2020-03-07,0,0
경남,2020-03-07,5,0
경북,2020-03-07,65,0
전남,2020-03-07,0,0
전북,2020-03-07,0,0
충남,2020-03-07,2,0
충북,2020-03-07,5,0
강원,2020-03-07,1,0
경기,2020-03-07,10,0
세종,2020-03-07,1,0
울산,2020-03-07,0,0
대전,2020-03-07,0,0
광주,2020-03-07,0,0
인천,2020-03-07,0,0
대구,2020-03-07,390,0
부산,2020-03-07,1,0
서울,2020-03-07,3,0
제주,2020-03-06,0,0
경남,2020-03-06,3,0
경북,2020-03-06,123,0
전남,2020-03-06,0,0
전북,2020-03-06,0,0
충남,2020-03-06,4,0
충북,2020-03-06,3,0
강원,2020-03-06,2,0
경기,2020-03-06,10,0
세종,2020-03-06,0,0
울산,2020-03-06,0,0
대전,2020-03-06,2,0
광주,2020-03-06,-1,0
인천,2020-03-06,0,0
대구,2020-03-06,367,0
부산,2020-03-06,3,0
서울,2020-03-06,2,0
제주,2020-03-05,1,0
경남,2020-03-05,9,0
경북,2020-03-05,87,0
전남,2020-03-05,-1,0
전북,2020-03-05,0,0
충남,2020-03-05,4,0
충북,2020-03-05,1,0
강원,2020-03-05,2,0
경기,2020-03-05,9,0
세종,2020-03-05,0,0
울산,2020-03-05,0,0
대전,2020-03-05,1,0
광주,2020-03-05,1,0
인천,2020-03-05,0,0
대구,2020-03-05,321,0
부산,2020-03-05,-1,0
서울,2020-03-05,4,0
제주,2020-03-04,0,0
경남,2020-03-04,1,0
경북,2020-03-04,89,0
전남,2020-03-04,0,0
전북,2020-03-04,0,0
충남,2020-03-04,1,0
충북,2020-03-04,0,0
강원,2020-03-04,1,0
경기,2020-03-04,7,0
세종,2020-03-04,0,0
울산,2020-03-04,3,0
대전,2020-03-04,1,0
광주,2020-03-04,2,0
인천,2020-03-04,2,0
대구,2020-03-04,405,0
부산,2020-03-04,3,0
서울,2020-03-04,1,0
검역,2020-03-01,0,0
제주,2020-03-01,0,0
경남,2020-03-01,4,0
경북,2020-03-01,67,0
전남,2020-03-01,0,0
전북,2020-03-01,1,0
충남,2020-03-01,13,0
충북,2020-03-01,1,0
강원,2020-03-01,8,0
경기,2020-03-01,7,0
세종,2020-03-01,0,0
울산,2020-03-01,3,0
대전,2020-03-01,0,0
광주,2020-03-01,0,0
인천,2020-03-01,0,0
대구,2020-03-01,469,0
부산,2020-03-01,3,0
서울,2020-03-01,10,0
